animeID, name, title_english, title_japanese, title_synonyms, type, source, producers, genre, studio, episodes, status, airing, aired, duration, rating, score, scored_by, rank, popularity, members, favorites, synopsis, background, premiered, broadcast, related
82,Mobile Suit Gundam 0080: War in the Pocket,Mobile Suit Gundam 0080: War in the Pocket,機動戦士ガンダム 0080 ポケットの中の戦争,['Kidou Senshi Gundam 0080- Pocket no Naka no Sensou'],OVA,Original,['Bandai Visual'],"['Military', 'Sci-Fi', 'Space', 'Drama', 'Mecha']",['Sunrise'],6,Finished Airing,FALSE,"{'from': '1989-03-25T00:00:00+00:00', 'to': '1989-08-25T00:00:00+00:00', 'prop': {'from': {'day': 25, 'month': 3, 'year': 1989}, 'to': {'day': 25, 'month': 8, 'year': 1989}}, 'string': 'Mar 25, 1989 to Aug 25, 1989'}",27 min per ep,PG-13 - Teens 13 or older,7.88,17659,742,2208,32457,507,"Alfred Izuruha is a 10-year-old who lives in the neutral colony cluster of Side 6 and, like most boys his age, is obsessed with the war between the Earth Federation and the Principality of Zeon. Unbeknownst to him, Al's next-door neighbor, Christina, is the test pilot of a prototype Gundam being developed in secret by the Earth Federation in the colony. A Zeon Special Forces team is assembled and tasked with infiltrating the colony in order to either steal or destroy it. When a skirmish breaks out between the Federation and infiltrating Zeon forces, the fascinated Alfred stumbles upon a Zaku mobile suit that has been shot down, piloted by Zeon rookie Bernard ""Bernie"" Wiseman. After this encounter, the two start a mutual friendship, so Alfred can learn more about the war that interests him so much, and Bernie can acquire inside information about the colony to aid his team's mission. [Written by MAL Rewrite]","Mobile Suit Gundam 0080: War in the Pocket was a project made to commemorate the 10th anniversary of the franchise. It marked the first time someone other than Yoshiyuki Tomino had directed a Gundam project, with Fumihiko Takayama acting as lead director.",,,"{'Adaptation': [{'mal_id': 23869, 'type': 'manga', 'name': 'Mobile Suit Gundam 0080: War in the Pocket', 'url': 'https://myanimelist.net/manga/23869/Mobile_Suit_Gundam_0080__War_in_the_Pocket'}], 'Prequel': [{'mal_id': 80, 'type': 'anime', 'name': 'Mobile Suit Gundam', 'url': 'https://myanimelist.net/anime/80/Mobile_Suit_Gundam'}], 'Side story': [{'mal_id': 81, 'type': 'anime', 'name': 'Mobile Suit Gundam: The 08th MS Team', 'url': 'https://myanimelist.net/anime/81/Mobile_Suit_Gundam__The_08th_MS_Team'}], 'Sequel': [{'mal_id': 84, 'type': 'anime', 'name': 'Mobile Suit Gundam 0083: Stardust Memory', 'url': 'https://myanimelist.net/anime/84/Mobile_Suit_Gundam_0083__Stardust_Memory'}]}"
83,Mobile Suit Gundam: The 08th MS Team - Miller's Report,,機動戦士ガンダム 第08MS小隊 ミラーズ・リポート,"[""Kidou Senshi Gundam: Dai 08 MS Shotai - Miller's Report""]",Movie,Original,"['Sotsu', 'Atelier Musa']","['Military', 'Sci-Fi', 'Drama', 'Romance', 'Mecha']",['Sunrise'],1,Finished Airing,FALSE,"{'from': '1998-08-01T00:00:00+00:00', 'to': None, 'prop': {'from': {'day': None, 'month': None, 'year': None}, 'to': {'day': None, 'month': None, 'year': None}}, 'string': 'Aug 1, 1998'}",52 min,PG-13 - Teens 13 or older,6.9,5015,4029,3999,9829,3,"Shortly after being rescued off the Himalayas, Federation Ensign Shiro Amada is accused of espionage due to his encounter with Zeon's top-secret mobile armor. Intelligence officer Alice Miller is assigned to investigate on Shiro's whereabouts during his disappearance. Her documented findings will determine whether or not Shiro is a traitor, and what his fate will be as commander of the 08th MS Team. (Source: ANN)",,,,"{'Full story': [{'mal_id': 81, 'type': 'anime', 'name': 'Mobile Suit Gundam: The 08th MS Team', 'url': 'https://myanimelist.net/anime/81/Mobile_Suit_Gundam__The_08th_MS_Team'}]}"
84,Mobile Suit Gundam 0083: Stardust Memory,Mobile Suit Gundam 0083: Stardust Memory,機動戦士ガンダム0083 STARDUST MEMORY,"['Kidou Senshi Gundam 0083: Stardust Memory', 'Gundam 0083']",OVA,Original,['Bandai Visual'],"['Military', 'Sci-Fi', 'Adventure', 'Space', 'Drama', 'Romance', 'Mecha']",['Sunrise'],13,Finished Airing,FALSE,"{'from': '1991-05-23T00:00:00+00:00', 'to': '1992-09-24T00:00:00+00:00', 'prop': {'from': {'day': 23, 'month': 5, 'year': 1991}, 'to': {'day': 24, 'month': 9, 'year': 1992}}, 'string': 'May 23, 1991 to Sep 24, 1992'}",30 min per ep,PG-13 - Teens 13 or older,7.4,15167,2064,2448,26920,192,"It is the year 0083 of the Universal Century. The rebellious Principality of Zeon has been defeated in the One Year War by the Earth Federation. However, a faction of Zeon remnants led by Aguille Delaz fled from the final battle, hiding themselves away. After three long years, they attempt to rise up once more, sending Delaz’s ace pilot, Anavel Gato, to infiltrate a Federation research base to steal one of two secretly developed prototype Gundams along with its deadly nuclear warhead. Threatened by the rogue Gundam suit and seeking to retain peace, the Earth Federation mobilizes the newly developed Albion carrier to recover the stolen unit. Manned by the remaining test pilots, with rookie pilot Kou Uraki piloting the remaining prototype Gundam, the Albion and her crew are determined to stop Gato, retake the stolen Gundam, and prevent the Zeon remnants from starting another war. [Written by MAL Rewrite]",,,,"{'Adaptation': [{'mal_id': 13420, 'type': 'manga', 'name': 'Kidou Senshi Gundam 0083: Hoshikuzu no Eiyuu - Operation Stardust', 'url': 'https://myanimelist.net/manga/13420/Kidou_Senshi_Gundam_0083__Hoshikuzu_no_Eiyuu_-_Operation_Stardust'}, {'mal_id': 68707, 'type': 'manga', 'name': 'Kidou Senshi Gundam 0083: Rebellion', 'url': 'https://myanimelist.net/manga/68707/Kidou_Senshi_Gundam_0083__Rebellion'}], 'Prequel': [{'mal_id': 82, 'type': 'anime', 'name': 'Mobile Suit Gundam 0080: War in the Pocket', 'url': 'https://myanimelist.net/anime/82/Mobile_Suit_Gundam_0080__War_in_the_Pocket'}], 'Sequel': [{'mal_id': 85, 'type': 'anime', 'name': 'Mobile Suit Zeta Gundam', 'url': 'https://myanimelist.net/anime/85/Mobile_Suit_Zeta_Gundam'}], 'Alternative setting': [{'mal_id': 2695, 'type': 'anime', 'name': 'Mobile Suit Gundam 0083: The Fading Light of Zeon', 'url': 'https://myanimelist.net/anime/2695/Mobile_Suit_Gundam_0083__The_Fading_Light_of_Zeon'}], 'Side story': [{'mal_id': 10581, 'type': 'anime', 'name': 'Mobile Suit Gundam 0083: Stardust Memory - The Mayfly of Space', 'url': 'https://myanimelist.net/anime/10581/Mobile_Suit_Gundam_0083__Stardust_Memory_-_The_Mayfly_of_Space'}, {'mal_id': 32898, 'type': 'anime', 'name': 'Mobile Suit Gundam 0083: Stardust Memory Picture Drama - The Mayfly of Space 2', 'url': 'https://myanimelist.net/anime/32898/Mobile_Suit_Gundam_0083__Stardust_Memory_Picture_Drama_-_The_Mayfly_of_Space_2'}]}"
85,Mobile Suit Zeta Gundam,Mobile Suit Zeta Gundam,機動戦士Ζガンダム,"['Kidou Senshi Zeta Gundam', 'Mobile Suit Z Gundam']",TV,Original,"['Sotsu', 'Nagoya Broadcasting Network']","['Military', 'Sci-Fi', 'Space', 'Drama', 'Romance', 'Mecha']",['Sunrise'],50,Finished Airing,FALSE,"{'from': '1985-03-02T00:00:00+00:00', 'to': '1986-02-22T00:00:00+00:00', 'prop': {'from': {'day': 2, 'month': 3, 'year': 1985}, 'to': {'day': 22, 'month': 2, 'year': 1986}}, 'string': 'Mar 2, 1985 to Feb 22, 1986'}",24 min per ep,PG-13 - Teens 13 or older,7.99,20063,586,1923,40759,1292,"It is Universal Century 0087, and the One Year War between the Earth Federation and Principality of Zeon is over. The Earth Federation has created an elite task force, known as the Titans, who are responsible for hunting the remaining Zeon forces. However, the power-hungry Titans have shown themselves to be no better than Zeon, spurring the creation of a rebellious faction called the Anti-Earth Union Group (AEUG). 17-year-old Kamille Bidan lives in the colony Green Noa, home to a Titan base. Kamille gets in trouble after assaulting a Titan officer, an event that coincides with an attack led by former Zeon ace Char Aznable, now known as AEUG pilot Quattro Bajeena. When Kamille steals a Titan's prototype Gundam, he soon finds himself in the middle of the dangerous conflict. [Written by MAL Rewrite]",,Spring 1985,Unknown,"{'Adaptation': [{'mal_id': 9736, 'type': 'manga', 'name': 'Kidou Senshi Z Gundam', 'url': 'https://myanimelist.net/manga/9736/Kidou_Senshi_Z_Gundam'}, {'mal_id': 85391, 'type': 'manga', 'name': 'Kidou Senshi Zeta Gundam', 'url': 'https://myanimelist.net/manga/85391/Kidou_Senshi_Zeta_Gundam'}], 'Prequel': [{'mal_id': 80, 'type': 'anime', 'name': 'Mobile Suit Gundam', 'url': 'https://myanimelist.net/anime/80/Mobile_Suit_Gundam'}, {'mal_id': 84, 'type': 'anime', 'name': 'Mobile Suit Gundam 0083: Stardust Memory', 'url': 'https://myanimelist.net/anime/84/Mobile_Suit_Gundam_0083__Stardust_Memory'}], 'Sequel': [{'mal_id': 86, 'type': 'anime', 'name': 'Mobile Suit Gundam ZZ', 'url': 'https://myanimelist.net/anime/86/Mobile_Suit_Gundam_ZZ'}], 'Alternative version': [{'mal_id': 1967, 'type': 'anime', 'name': 'Mobile Suit Zeta Gundam: A New Translation - Heir to the Stars', 'url': 'https://myanimelist.net/anime/1967/Mobile_Suit_Zeta_Gundam__A_New_Translation_-_Heir_to_the_Stars'}, {'mal_id': 1968, 'type': 'anime', 'name': 'Mobile Suit Zeta Gundam: A New Translation II - Lovers', 'url': 'https://myanimelist.net/anime/1968/Mobile_Suit_Zeta_Gundam__A_New_Translation_II_-_Lovers'}, {'mal_id': 1969, 'type': 'anime', 'name': 'Mobile Suit Zeta Gundam: A New Translation III - Love Is the Pulse of the Stars', 'url': 'https://myanimelist.net/anime/1969/Mobile_Suit_Zeta_Gundam__A_New_Translation_III_-_Love_Is_the_Pulse_of_the_Stars'}], 'Side story': [{'mal_id': 8839, 'type': 'anime', 'name': 'Gundam Neo Experience 0087: Green Divers', 'url': 'https://myanimelist.net/anime/8839/Gundam_Neo_Experience_0087__Green_Divers'}], 'Summary': [{'mal_id': 14007, 'type': 'anime', 'name': 'Akai Shouzou: Char, Soshite Frontal e', 'url': 'https://myanimelist.net/anime/14007/Akai_Shouzou__Char_Soshite_Frontal_e'}, {'mal_id': 24371, 'type': 'anime', 'name': 'Mobile Suit Gundam Unicorn: Episode EX - 100 Years of Solitude', 'url': 'https://myanimelist.net/anime/24371/Mobile_Suit_Gundam_Unicorn__Episode_EX_-_100_Years_of_Solitude'}]}"
86,Mobile Suit Gundam ZZ,Mobile Suit Gundam ZZ,機動戦士ガンダムZZ,"['Kidou Senshi Gundam ZZ', 'Mobile Gundam Double Zeta']",TV,Original,"['Sotsu', 'Nagoya Broadcasting Network']","['Space', 'Comedy', 'Mecha', 'Military', 'Drama', 'Sci-Fi']",['Sunrise'],47,Finished Airing,FALSE,"{'from': '1986-03-01T00:00:00+00:00', 'to': '1987-01-31T00:00:00+00:00', 'prop': {'from': {'day': 1, 'month': 3, 'year': 1986}, 'to': {'day': 31, 'month': 1, 'year': 1987}}, 'string': 'Mar 1, 1986 to Jan 31, 1987'}",24 min per ep,PG-13 - Teens 13 or older,6.73,11017,4768,2642,23757,80,"In Universal Century 0088, the Anti-Earth Union Group (AEUG) has emerged victorious in its war with the Earth Federation's Titans at the cost of devastating losses. Neo-Zeon, the third faction in the war formerly known as Axis Zeon, remains as powerful as ever. Led by Newtype Haman Karn, Neo-Zeon has been implementing plans to take over both Earth and the space colonies. The AEUG flagship Argama heads to the Side 1 colony Shangri-La for repairs. Living in the colony is Judau Ashta, a 14-year-old junk dealer who is struggling to make enough money to put his younger sister through school. Upon the discovery of an escape pod containing a former Titans pilot, Judau and his friends are quickly led to the Argama in hopes of stealing a mobile suit which they can sell for a fortune. However, with the arrival of a Neo-Zeon ship seeking to defeat the Argama, Judau and his friends are dragged into to a conflict that will bring them across space and Earth. [Written by MAL Rewrite]",,Spring 1986,Saturdays at 17:30 (JST),"{'Adaptation': [{'mal_id': 16168, 'type': 'manga', 'name': 'Kidou Senshi Gundam ZZ', 'url': 'https://myanimelist.net/manga/16168/Kidou_Senshi_Gundam_ZZ'}, {'mal_id': 85393, 'type': 'manga', 'name': 'Kidou Senshi Gundam ZZ', 'url': 'https://myanimelist.net/manga/85393/Kidou_Senshi_Gundam_ZZ'}], 'Prequel': [{'mal_id': 85, 'type': 'anime', 'name': 'Mobile Suit Zeta Gundam', 'url': 'https://myanimelist.net/anime/85/Mobile_Suit_Zeta_Gundam'}], 'Sequel': [{'mal_id': 87, 'type': 'anime', 'name': ""Mobile Suit Gundam: Char's Counterattack"", 'url': 'https://myanimelist.net/anime/87/Mobile_Suit_Gundam__Chars_Counterattack'}], 'Side story': [{'mal_id': 9708, 'type': 'anime', 'name': 'Mobile Suit Gundam ZZ: Gundam Frag.', 'url': 'https://myanimelist.net/anime/9708/Mobile_Suit_Gundam_ZZ__Gundam_Frag'}], 'Summary': [{'mal_id': 14007, 'type': 'anime', 'name': 'Akai Shouzou: Char, Soshite Frontal e', 'url': 'https://myanimelist.net/anime/14007/Akai_Shouzou__Char_Soshite_Frontal_e'}, {'mal_id': 24371, 'type': 'anime', 'name': 'Mobile Suit Gundam Unicorn: Episode EX - 100 Years of Solitude', 'url': 'https://myanimelist.net/anime/24371/Mobile_Suit_Gundam_Unicorn__Episode_EX_-_100_Years_of_Solitude'}]}"
87,Mobile Suit Gundam: Char's Counterattack,Mobile Suit Gundam: Char's Counterattack,機動戦士ガンダム 逆襲のシャア,['Kidou Senshi Gundam: Gyakushuu no Char'],Movie,Novel,"['Sotsu', 'Nozomi Entertainment', 'Atelier Musa']","['Military', 'Sci-Fi', 'Space', 'Drama', 'Mecha']","['Sunrise', 'Studio Hibari']",1,Finished Airing,FALSE,"{'from': '1988-03-12T00:00:00+00:00', 'to': None, 'prop': {'from': {'day': None, 'month': None, 'year': None}, 'to': {'day': None, 'month': None, 'year': None}}, 'string': 'Mar 12, 1988'}",1 hr 59 min,PG-13 - Teens 13 or older,7.74,15090,1019,2491,26241,205,"The year is Universal Century 0093. Char Aznable has taken command of Neo Zeon, the rebels of outer space. He firmly believes that humankind can only achieve peace by relocating to space. Thus, he plans to crash the giant asteroid Axis into Earth and plunge the planet into an uninhabitable winter. Char also eagerly anticipates this opportunity to settle a 14-year rivalry with Amuro Ray. The two have been reluctant allies at times, but Char has never forgiven Amuro for causing the death of one of his comrades during the One Year War. Only the Earth Federation's Londo Bell Unit has the power to stop Char from fulfilling his dangerous goal. Leading the defense of Earth is veteran captain Bright Noa and Amuro Ray with the latest Nu Gundam mobile suit. In this thrilling conclusion to the original Gundam series, Londo Bell engages in a final conflict with Neo Zeon that will decide the fate of Earth and end this long-standing rivalry—once and for all. [Written by MAL Rewrite]",,,,"{'Adaptation': [{'mal_id': 30591, 'type': 'manga', 'name': 'Kidou Senshi Gundam: Gyakushuu no Char - High Streamer', 'url': 'https://myanimelist.net/manga/30591/Kidou_Senshi_Gundam__Gyakushuu_no_Char_-_High_Streamer'}, {'mal_id': 68983, 'type': 'manga', 'name': 'Kidou Senshi Gundam: Gyakushuu no Char', 'url': 'https://myanimelist.net/manga/68983/Kidou_Senshi_Gundam__Gyakushuu_no_Char'}], 'Prequel': [{'mal_id': 86, 'type': 'anime', 'name': 'Mobile Suit Gundam ZZ', 'url': 'https://myanimelist.net/anime/86/Mobile_Suit_Gundam_ZZ'}], 'Sequel': [{'mal_id': 6336, 'type': 'anime', 'name': 'Mobile Suit Gundam Unicorn', 'url': 'https://myanimelist.net/anime/6336/Mobile_Suit_Gundam_Unicorn'}, {'mal_id': 32792, 'type': 'anime', 'name': 'Mobile Suit Gundam Unicorn RE:0096', 'url': 'https://myanimelist.net/anime/32792/Mobile_Suit_Gundam_Unicorn_RE_0096'}], 'Summary': [{'mal_id': 14007, 'type': 'anime', 'name': 'Akai Shouzou: Char, Soshite Frontal e', 'url': 'https://myanimelist.net/anime/14007/Akai_Shouzou__Char_Soshite_Frontal_e'}, {'mal_id': 24371, 'type': 'anime', 'name': 'Mobile Suit Gundam Unicorn: Episode EX - 100 Years of Solitude', 'url': 'https://myanimelist.net/anime/24371/Mobile_Suit_Gundam_Unicorn__Episode_EX_-_100_Years_of_Solitude'}]}"
88,Mobile Suit Gundam F91,Mobile Suit Gundam F91,機動戦士ガンダムＦ91,['Kidou Senshi Gundam F91'],Movie,Unknown,"['Sotsu', 'Shochiku', 'Atelier Musa', 'Nagoya Broadcasting Network']","['Drama', 'Mecha', 'Military', 'Sci-Fi', 'Space']",['Sunrise'],1,Finished Airing,FALSE,"{'from': '1991-03-16T00:00:00+00:00', 'to': None, 'prop': {'from': {'day': None, 'month': None, 'year': None}, 'to': {'day': None, 'month': None, 'year': None}}, 'string': 'Mar 16, 1991'}",2 hr,PG-13 - Teens 13 or older,6.78,9833,4521,3050,18010,40,"U.C. 0123. Mobile Suit Gundam F91 is Gundam creator Yoshiyuki Tomino's attempt to launch a new Gundam saga, set thirty years after Char's Counterattack. The story of Gundam F91 revolves around teenage space colonist Seabook Arno, his friend Cecily Fairchild, and the efforts of the Crossbone Vanguard militia, led by Cecily's grandfather Meitzer Ronah, to establish an aristocracy known as ""Cosmo Babylonia"". In keeping with Gundam tradition, the civilian Seabook is forced by circumstance to pilot the F91 Gundam, coincidentally designed in part by his estranged mother, Dr. Monica Arno. (Source: Wikipedia)",,,,"{'Adaptation': [{'mal_id': 16456, 'type': 'manga', 'name': 'Kidou Senshi Gundam F91', 'url': 'https://myanimelist.net/manga/16456/Kidou_Senshi_Gundam_F91'}, {'mal_id': 97057, 'type': 'manga', 'name': 'Kidou Senshi Gundam F91: Cross Bone Vanguard', 'url': 'https://myanimelist.net/manga/97057/Kidou_Senshi_Gundam_F91__Cross_Bone_Vanguard'}], 'Sequel': [{'mal_id': 89, 'type': 'anime', 'name': 'Mobile Suit Victory Gundam', 'url': 'https://myanimelist.net/anime/89/Mobile_Suit_Victory_Gundam'}], 'Prequel': [{'mal_id': 6336, 'type': 'anime', 'name': 'Mobile Suit Gundam Unicorn', 'url': 'https://myanimelist.net/anime/6336/Mobile_Suit_Gundam_Unicorn'}, {'mal_id': 36436, 'type': 'anime', 'name': 'Mobile Suit Gundam: Twilight Axis - Akaki Zan-ei', 'url': 'https://myanimelist.net/anime/36436/Mobile_Suit_Gundam__Twilight_Axis_-_Akaki_Zan-ei'}]}"
89,Mobile Suit Victory Gundam,Mobile Suit V Gundam,機動戦士Vガンダム,['Kidou Senshi Victory Gundam'],TV,Original,"['TV Asahi', 'Sotsu', 'Apollon']","['Military', 'Sci-Fi', 'Space', 'Drama', 'Mecha']","['Sunrise', 'Studio Deen']",51,Finished Airing,FALSE,"{'from': '1993-04-02T00:00:00+00:00', 'to': '1994-03-25T00:00:00+00:00', 'prop': {'from': {'day': 2, 'month': 4, 'year': 1993}, 'to': {'day': 25, 'month': 3, 'year': 1994}}, 'string': 'Apr 2, 1993 to Mar 25, 1994'}",24 min per ep,PG-13 - Teens 13 or older,6.85,6156,4214,3167,16608,82,"It is Universal Century 0153. On the space colonies located at Side 2, the Zanscare Empire has come to power and it holds onto that power through liberal use of the guillotine. With its forces invading the Earth and its space fleets preparing to subjugate the other Sides, the Zanscare Empire has nothing to fear from the weakening Earth Federation. It is opposed only by the League Militaire, whose state of the art mobile suits and young pilots comprise the only real resistance movement. Now, thirteen-year-old Uso Evin has been dragged into the war by a battle near his home in Eastern Europe. As the Newtype pilot of the Victory Gundam, he fights not only to defeat the Zanscare Empire but also to find out what has become of his parents, who left him behind when they went into space. (Source: ANN)",,Spring 1993,Fridays at 17:00 (JST),"{'Adaptation': [{'mal_id': 116678, 'type': 'manga', 'name': 'Mobile Suit Victory Gundam', 'url': 'https://myanimelist.net/manga/116678/Mobile_Suit_Victory_Gundam'}], 'Prequel': [{'mal_id': 88, 'type': 'anime', 'name': 'Mobile Suit Gundam F91', 'url': 'https://myanimelist.net/anime/88/Mobile_Suit_Gundam_F91'}], 'Sequel': [{'mal_id': 95, 'type': 'anime', 'name': 'Turn A Gundam', 'url': 'https://myanimelist.net/anime/95/Turn_A_Gundam'}, {'mal_id': 23259, 'type': 'anime', 'name': 'Gundam: G no Reconguista', 'url': 'https://myanimelist.net/anime/23259/Gundam__G_no_Reconguista'}]}"
90,Mobile Suit Gundam Wing,Mobile Suit Gundam Wing,新機動戦記ガンダムW,"['New Mobile Report Gundam Wing', 'Shin Kidou Senki Gundam Wing']",TV,Original,['TV Asahi'],"['Action', 'Military', 'Sci-Fi', 'Space', 'Drama', 'Mecha']",['Sunrise'],49,Finished Airing,FALSE,"{'from': '1995-04-07T00:00:00+00:00', 'to': '1996-03-29T00:00:00+00:00', 'prop': {'from': {'day': 7, 'month': 4, 'year': 1995}, 'to': {'day': 29, 'month': 3, 'year': 1996}}, 'string': 'Apr 7, 1995 to Mar 29, 1996'}",24 min per ep,PG-13 - Teens 13 or older,7.82,62406,867,909,108562,2278,"The United Earth Sphere Alliance is a powerful military organization that has ruled over Earth and space colonies with an iron fist for several decades. When the colonies proclaimed their opposition to this, their leader was assassinated. Now, in the year After Colony 195, bitter colonial rebels have launched ""Operation Meteor,"" sending five powerful mobile suits to Earth for vengeance. Built out of virtually indestructible material called Gundanium Alloy, these ""Gundams"" begin an assault against the Alliance and its sub organization OZ. One Gundam, whose pilot has taken the name of the slain colony leader Heero Yuy, is forced to make a crash landing into the ocean after an atmospheric battle against OZ's ace pilot Zechs Marquise. Upon coming ashore, he is found by Relena Peacecraft, daughter of a peace-seeking politician, who witnesses Heero's descent to Earth. Although neither of them realize it yet, this encounter will have a profound impact on both their lives, as well as those on Earth and in space colonies. [Written by MAL Rewrite]",,Spring 1995,Fridays at 17:00 (JST),"{'Adaptation': [{'mal_id': 349, 'type': 'manga', 'name': 'Shin Kidou Senki Gundam Wing', 'url': 'https://myanimelist.net/manga/349/Shin_Kidou_Senki_Gundam_Wing'}, {'mal_id': 91443, 'type': 'manga', 'name': 'Shin Kidou Senki Gundam Wing', 'url': 'https://myanimelist.net/manga/91443/Shin_Kidou_Senki_Gundam_Wing'}], 'Parent story': [{'mal_id': 80, 'type': 'anime', 'name': 'Mobile Suit Gundam', 'url': 'https://myanimelist.net/anime/80/Mobile_Suit_Gundam'}], 'Sequel': [{'mal_id': 91, 'type': 'anime', 'name': 'Mobile Suit Gundam Wing: Endless Waltz', 'url': 'https://myanimelist.net/anime/91/Mobile_Suit_Gundam_Wing__Endless_Waltz'}, {'mal_id': 2273, 'type': 'anime', 'name': 'Mobile Suit Gundam Wing: Endless Waltz Movie', 'url': 'https://myanimelist.net/anime/2273/Mobile_Suit_Gundam_Wing__Endless_Waltz_Movie'}], 'Summary': [{'mal_id': 3626, 'type': 'anime', 'name': 'Mobile Suit Gundam Wing: Operation Meteor', 'url': 'https://myanimelist.net/anime/3626/Mobile_Suit_Gundam_Wing__Operation_Meteor'}], 'Other': [{'mal_id': 22435, 'type': 'anime', 'name': 'New Mobile Report Gundam Wing: Frozen Teardrop Picture Drama - Aratanaru Tatakai', 'url': 'https://myanimelist.net/anime/22435/New_Mobile_Report_Gundam_Wing__Frozen_Teardrop_Picture_Drama_-_Aratanaru_Tatakai'}]}"
91,Mobile Suit Gundam Wing: Endless Waltz,Mobile Suit Gundam Wing: Endless Waltz,新機動戦記ガンダムW エンドレス・ワルツ,"['Shin Kidou Senki Gundam Wing Endless Waltz', 'Gundam Wing Endless Waltz OVA']",OVA,Original,"['Bandai Visual', 'Sotsu']","['Action', 'Drama', 'Mecha', 'Military', 'Sci-Fi', 'Space']",['Sunrise'],3,Finished Airing,FALSE,"{'from': '1997-01-25T00:00:00+00:00', 'to': '1997-07-25T00:00:00+00:00', 'prop': {'from': {'day': 25, 'month': 1, 'year': 1997}, 'to': {'day': 25, 'month': 7, 'year': 1997}}, 'string': 'Jan 25, 1997 to Jul 25, 1997'}",30 min per ep,PG-13 - Teens 13 or older,7.85,20559,805,2118,34585,194,"After Colony 196 - One year has passed since the war between Earth and its colonies ended. Heero, Duo, Trowa and Quatre bid farewell to their Gundams and jettison them to the sun. Relena Darlian is now the deputy minister of the Earth Sphere Unified Nation. But as the Gundam pilots are adjusting to the peace on Earth, Relena is kidnapped and a new threat appears, led by Marimeia Khushrenada - daughter of the late dictator Treize Khushrenada and heir to the Barton Foundation. To make matters more complicated, Gundam Nataku pilot Wufei has sided with this faction. The Gundam pilots must recover their mobile suits and once again engage in battle before Marimeia's forces succeed on their bid for global domination. (Source: ANN)",,,,"{'Adaptation': [{'mal_id': 91444, 'type': 'manga', 'name': 'Shin Kidou Senki Gundam Wing: Endless Waltz', 'url': 'https://myanimelist.net/manga/91444/Shin_Kidou_Senki_Gundam_Wing__Endless_Waltz'}], 'Prequel': [{'mal_id': 90, 'type': 'anime', 'name': 'Mobile Suit Gundam Wing', 'url': 'https://myanimelist.net/anime/90/Mobile_Suit_Gundam_Wing'}], 'Side story': [{'mal_id': 1939, 'type': 'anime', 'name': 'SD Gundam Gaiden', 'url': 'https://myanimelist.net/anime/1939/SD_Gundam_Gaiden'}], 'Alternative version': [{'mal_id': 2273, 'type': 'anime', 'name': 'Mobile Suit Gundam Wing: Endless Waltz Movie', 'url': 'https://myanimelist.net/anime/2273/Mobile_Suit_Gundam_Wing__Endless_Waltz_Movie'}]}"
92,After War Gundam X,After War Gundam X,機動新世紀ガンダムX,"['Mobile New Century Gundam X', 'Kidou Shinseiki Gundam X']",TV,Original,"['TV Asahi', 'Sotsu']","['Sci-Fi', 'Adventure', 'Space', 'Drama', 'Mecha']",['Sunrise'],39,Finished Airing,FALSE,"{'from': '1996-04-05T00:00:00+00:00', 'to': '1996-12-28T00:00:00+00:00', 'prop': {'from': {'day': 5, 'month': 4, 'year': 1996}, 'to': {'day': 28, 'month': 12, 'year': 1996}}, 'string': 'Apr 5, 1996 to Dec 28, 1996'}",24 min per ep,PG-13 - Teens 13 or older,7.36,10345,2219,2637,23787,164,"When one space colony declared its independence from the Earth Federation, the devastating 7th Space War, an all-out war between Earth and space, resulted. The Federation responded to the Space Revolutionary Army with mobile suits, called Gundams. However, the Space Revolutionary forces played their trump card and dropped hundreds of space colonies onto the Earth, plunging the planet into a seven-year-long nuclear winter. The Federation collapsed, but the Space Revolutionary Army was unable to invade the Earth in the aftermath of the colony drop. Fifteen years have passed. The year is now After War 0015, and a New Federation has sprung up on Earth to restore order. In space, the colonial leaders have been rebuilding their own forces as well. By chance, fifteen-year-old Garrod Ran has discovered an old Federation mobile suit, the Gundam X, and now he uses it to help out the Vulture ship Freeden in its struggle to keep the powers that be from repeating the mistakes of the past.",,Spring 1996,Fridays at 17:00 (JST),"{'Adaptation': [{'mal_id': 20221, 'type': 'manga', 'name': 'After War Gundam X', 'url': 'https://myanimelist.net/manga/20221/After_War_Gundam_X'}], 'Parent story': [{'mal_id': 80, 'type': 'anime', 'name': 'Mobile Suit Gundam', 'url': 'https://myanimelist.net/anime/80/Mobile_Suit_Gundam'}]}"
